payer,code,hospital_name,code_type,hospital_state,cms_baseline_rate,hospital_rate,payer_standard_charge_gross,payer_standard_charge_discounted_cash,payer_standard_charge_negotiated_dollar,payer_standard_charge_negotiated_percentage,payer_standard_charge_min,payer_standard_charge_max,payer_standard_charge_methodology
Aetna,43239,Montefiore Medical Center,CPT,NY,408.86,453.63,,,4859.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,571.77,,,1246.73,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,571.77,3925.0,2551.25,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,571.77,1790.0,1163.5,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,571.77,,,1027.27,,165.4,3206.34,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,571.77,,,4343.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,571.77,3925.0,2551.25,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,571.77,1790.0,1163.5,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,571.77,,,1394.79,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,571.77,,,4859.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,145.77,571.77,,,1246.73,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,145.77,571.77,3925.0,2551.25,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,145.77,571.77,1790.0,1163.5,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,145.77,571.77,,,1027.27,,165.4,3206.34,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,145.77,571.77,,,4343.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,145.77,571.77,3925.0,2551.25,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,145.77,571.77,1790.0,1163.5,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,145.77,571.77,,,1394.79,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,145.77,571.77,,,4859.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,145.77,168.25,,,1246.73,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,145.77,168.25,3925.0,2551.25,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,145.77,168.25,1790.0,1163.5,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,145.77,168.25,,,1027.27,,165.4,3206.34,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,145.77,168.25,,,4343.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,145.77,168.25,3925.0,2551.25,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,145.77,168.25,1790.0,1163.5,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,145.77,168.25,,,1394.79,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,145.77,168.25,,,4859.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,168.25,,,1246.73,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,168.25,3925.0,2551.25,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,168.25,1790.0,1163.5,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,168.25,,,1027.27,,165.4,3206.34,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,168.25,,,4343.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,168.25,3925.0,2551.25,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,168.25,1790.0,1163.5,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,168.25,,,1394.79,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,168.25,,,4859.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,138.29,153.66,,,1246.73,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,138.29,153.66,3925.0,2551.25,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,138.29,153.66,1790.0,1163.5,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,138.29,153.66,,,1027.27,,165.4,3206.34,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,138.29,153.66,,,4343.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,138.29,153.66,3925.0,2551.25,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,138.29,153.66,1790.0,1163.5,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,138.29,153.66,,,1394.79,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,138.29,153.66,,,4859.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,168.25,,,1246.73,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,168.25,3925.0,2551.25,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,168.25,1790.0,1163.5,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,168.25,,,1027.27,,165.4,3206.34,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,168.25,,,4343.0,,2518.0,9347.0,case rate
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,168.25,3925.0,2551.25,685.88,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,168.25,1790.0,1163.5,157.52,,146.49,1733.49,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,168.25,,,1394.79,,1246.73,1394.79,fee schedule
Aetna,43239,Montefiore Medical Center,CPT,NY,155.38,168.25,,,4859.0,,2518.0,9347.0,case rate
Aetna,872,The Mount Sinai Hospital,MS-DRG,NY,6829.75,17966.0,,13241.87,29259.18,,6374.31,38357.42,case rate
Aetna,872,The Mount Sinai Hospital,MS-DRG,NY,6829.75,17966.0,,13241.87,13708.2,,6374.31,38357.42,case rate
Aetna,872,The Mount Sinai Hospital,MS-DRG,NY,6829.75,17966.0,,13241.87,24577.49,,6374.31,38357.42,case rate
Aetna,872,The Mount Sinai Hospital,MS-DRG,NY,6829.75,17966.0,,13241.87,36573.98,,6374.31,38357.42,case rate
Aetna,872,The Mount Sinai Hospital,MS-DRG,NY,6829.75,8757.0,,13241.87,29259.18,,6374.31,38357.42,case rate
Aetna,872,The Mount Sinai Hospital,MS-DRG,NY,6829.75,8757.0,,13241.87,13708.2,,6374.31,38357.42,case rate
Aetna,872,The Mount Sinai Hospital,MS-DRG,NY,6829.75,8757.0,,13241.87,24577.49,,6374.31,38357.42,case rate
Aetna,872,The Mount Sinai Hospital,MS-DRG,NY,6829.75,8757.0,,13241.87,36573.98,,6374.31,38357.42,case rate
Aetna,872,The Mount Sinai Hospital,MS-DRG,NY,6829.75,13365.0,,13241.87,29259.18,,6374.31,38357.42,case rate
Aetna,872,The Mount Sinai Hospital,MS-DRG,NY,6829.75,13365.0,,13241.87,13708.2,,6374.31,38357.42,case rate
Aetna,872,The Mount Sinai Hospital,MS-DRG,NY,6829.75,13365.0,,13241.87,24577.49,,6374.31,38357.42,case rate
Aetna,872,The Mount Sinai Hospital,MS-DRG,NY,6829.75,13365.0,,13241.87,36573.98,,6374.31,38357.42,case rate
Aetna,872,The Mount Sinai Hospital,MS-DRG,NY,6829.75,13365.0,,13241.87,29259.18,,6374.31,38357.42,case rate
Aetna,872,The Mount Sinai Hospital,MS-DRG,NY,6829.75,13365.0,,13241.87,13708.2,,6374.31,38357.42,case rate
Aetna,872,The Mount Sinai Hospital,MS-DRG,NY,6829.75,13365.0,,13241.87,24577.49,,6374.31,38357.42,case rate
Aetna,872,The Mount Sinai Hospital,MS-DRG,NY,6829.75,13365.0,,13241.87,36573.98,,6374.31,38357.42,case rate
Aetna,872,The Mount Sinai Hospital,MS-DRG,NY,6829.75,17966.0,,13241.87,29259.18,,6374.31,38357.42,case rate
Aetna,872,The Mount Sinai Hospital,MS-DRG,NY,6829.75,17966.0,,13241.87,13708.2,,6374.31,38357.42,case rate
Aetna,872,The Mount Sinai Hospital,MS-DRG,NY,6829.75,17966.0,,13241.87,24577.49,,6374.31,38357.42,case rate
Aetna,872,The Mount Sinai Hospital,MS-DRG,NY,6829.75,17966.0,,13241.87,36573.98,,6374.31,38357.42,case rate
Aetna,872,The Mount Sinai Hospital,MS-DRG,NY,6829.75,9206.0,,13241.87,29259.18,,6374.31,38357.42,case rate
Aetna,872,The Mount Sinai Hospital,MS-DRG,NY,6829.75,9206.0,,13241.87,13708.2,,6374.31,38357.42,case rate
Aetna,872,The Mount Sinai Hospital,MS-DRG,NY,6829.75,9206.0,,13241.87,24577.49,,6374.31,38357.42,case rate
Aetna,872,The Mount Sinai Hospital,MS-DRG,NY,6829.75,9206.0,,13241.87,36573.98,,6374.31,38357.42,case rate
Aetna,43239,The Mount Sinai Hospital,CPT,NY,937.56,5845.0,,,2513.89,,2513.89,6438.0,case rate
Aetna,43239,The Mount Sinai Hospital,CPT,NY,937.56,5845.0,1800.0,1048.28,1048.28,,127.36,1257.93,fee schedule
Aetna,43239,The Mount Sinai Hospital,CPT,NY,937.56,5845.0,2200.0,1048.28,1048.28,,153.45,1257.93,fee schedule
Aetna,43239,The Mount Sinai Hospital,CPT,NY,937.56,5845.0,,,2992.73,,2513.89,6438.0,case rate
Aetna,43239,The Mount Sinai Hospital,CPT,NY,937.56,5845.0,,,3740.91,,2513.89,6438.0,case rate
Aetna,43239,The Mount Sinai Hospital,CPT,NY,419.2,453.64,,,2513.89,,2513.89,6438.0,case rate
Aetna,43239,The Mount Sinai Hospital,CPT,NY,419.2,453.64,1800.0,1048.28,1048.28,,127.36,1257.93,fee schedule
Aetna,43239,The Mount Sinai Hospital,CPT,NY,419.2,453.64,2200.0,1048.28,1048.28,,153.45,1257.93,fee schedule
Aetna,43239,The Mount Sinai Hospital,CPT,NY,419.2,453.64,,,2992.73,,2513.89,6438.0,case rate
Aetna,43239,The Mount Sinai Hospital,CPT,NY,419.2,453.64,,,3740.91,,2513.89,6438.0,case rate
Aetna,43239,The Mount Sinai Hospital,CPT,NY,937.56,5228.0,,,2513.89,,2513.89,6438.0,case rate
Aetna,43239,The Mount Sinai Hospital,CPT,NY,937.56,5228.0,1800.0,1048.28,1048.28,,127.36,1257.93,fee schedule
Aetna,43239,The Mount Sinai Hospital,CPT,NY,937.56,5228.0,2200.0,1048.28,1048.28,,153.45,1257.93,fee schedule
Aetna,43239,The Mount Sinai Hospital,CPT,NY,937.56,5228.0,,,2992.73,,2513.89,6438.0,case rate
Aetna,43239,The Mount Sinai Hospital,CPT,NY,937.56,5228.0,,,3740.91,,2513.89,6438.0,case rate
Aetna,43239,The Mount Sinai Hospital,CPT,NY,937.56,3703.0,,,2513.89,,2513.89,6438.0,case rate
Aetna,43239,The Mount Sinai Hospital,CPT,NY,937.56,3703.0,1800.0,1048.28,1048.28,,127.36,1257.93,fee schedule
Aetna,43239,The Mount Sinai Hospital,CPT,NY,937.56,3703.0,2200.0,1048.28,1048.28,,153.45,1257.93,fee schedule
Aetna,43239,The Mount Sinai Hospital,CPT,NY,937.56,3703.0,,,2992.73,,2513.89,6438.0,case rate
Aetna,43239,The Mount Sinai Hospital,CPT,NY,937.56,3703.0,,,3740.91,,2513.89,6438.0,case rate
Aetna,43239,The Mount Sinai Hospital,CPT,NY,150.94,168.25,,,2513.89,,2513.89,6438.0,case rate
Aetna,43239,The Mount Sinai Hospital,CPT,NY,150.94,168.25,1800.0,1048.28,1048.28,,127.36,1257.93,fee schedule
Aetna,43239,The Mount Sinai Hospital,CPT,NY,150.94,168.25,2200.0,1048.28,1048.28,,153.45,1257.93,fee schedule
Aetna,43239,The Mount Sinai Hospital,CPT,NY,150.94,168.25,,,2992.73,,2513.89,6438.0,case rate
Aetna,43239,The Mount Sinai Hospital,CPT,NY,150.94,168.25,,,3740.91,,2513.89,6438.0,case rate
Aetna,43239,The Mount Sinai Hospital,CPT,NY,937.56,1766.0,,,2513.89,,2513.89,6438.0,case rate
Aetna,43239,The Mount Sinai Hospital,CPT,NY,937.56,1766.0,1800.0,1048.28,1048.28,,127.36,1257.93,fee schedule
Aetna,43239,The Mount Sinai Hospital,CPT,NY,937.56,1766.0,2200.0,1048.28,1048.28,,153.45,1257.93,fee schedule
Aetna,43239,The Mount Sinai Hospital,CPT,NY,937.56,1766.0,,,2992.73,,2513.89,6438.0,case rate
Aetna,43239,The Mount Sinai Hospital,CPT,NY,937.56,1766.0,,,3740.91,,2513.89,6438.0,case rate
Aetna,43239,The Mount Sinai Hospital,CPT,NY,151.42,5228.0,,,2513.89,,2513.89,6438.0,case rate
Aetna,43239,The Mount Sinai Hospital,CPT,NY,151.42,5228.0,1800.0,1048.28,1048.28,,127.36,1257.93,fee schedule
Aetna,43239,The Mount Sinai Hospital,CPT,NY,151.42,5228.0,2200.0,1048.28,1048.28,,153.45,1257.93,fee schedule
Aetna,43239,The Mount Sinai Hospital,CPT,NY,151.42,5228.0,,,2992.73,,2513.89,6438.0,case rate
Aetna,43239,The Mount Sinai Hospital,CPT,NY,151.42,5228.0,,,3740.91,,2513.89,6438.0,case rate
Aetna,43239,The Mount Sinai Hospital,CPT,NY,151.42,3703.0,,,2513.89,,2513.89,6438.0,case rate
Aetna,43239,The Mount Sinai Hospital,CPT,NY,151.42,3703.0,1800.0,1048.28,1048.28,,127.36,1257.93,fee schedule
Aetna,43239,The Mount Sinai Hospital,CPT,NY,151.42,3703.0,2200.0,1048.28,1048.28,,153.45,1257.93,fee schedule
Aetna,43239,The Mount Sinai Hospital,CPT,NY,151.42,3703.0,,,2992.73,,2513.89,6438.0,case rate
Aetna,43239,The Mount Sinai Hospital,CPT,NY,151.42,3703.0,,,3740.91,,2513.89,6438.0,case rate
Aetna,99283,NYU Langone,CPT,NY,78.59,2490.0,5106.17,970.17,326.6,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,78.59,2490.0,2182.13,414.6,326.6,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,78.59,2490.0,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,78.59,2490.0,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,78.59,2490.0,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,78.59,2490.0,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,78.59,2490.0,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,78.59,2490.0,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,78.59,2490.0,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,78.59,2490.0,2182.13,414.6,2560.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,78.59,2490.0,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,78.59,2490.0,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,78.59,2490.0,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,78.59,2490.0,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,78.59,2490.0,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,78.59,2490.0,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,78.59,2490.0,5106.17,970.17,2560.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,78.59,2490.0,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,78.59,2490.0,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,78.59,2490.0,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,78.59,2490.0,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,78.59,2490.0,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,78.59,2490.0,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,78.59,2490.0,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,78.59,2490.0,5106.17,970.17,5106.17,100.0,,,percent of total billed charges
Aetna,99283,NYU Langone,CPT,NY,78.59,2490.0,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,78.59,2490.0,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,78.59,2490.0,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,78.59,2490.0,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,78.59,2490.0,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,78.59,2490.0,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,78.59,2490.0,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,78.59,2490.0,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,78.59,2490.0,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,78.59,2490.0,2182.13,414.6,2182.13,100.0,,,percent of total billed charges
Aetna,99283,NYU Langone,CPT,NY,78.59,2490.0,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,78.59,2490.0,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,78.59,2490.0,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,75.59,5106.17,970.17,326.6,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,75.59,2182.13,414.6,326.6,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,75.59,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,75.59,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,75.59,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,75.59,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,75.59,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,75.59,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,75.59,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,75.59,2182.13,414.6,2560.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,75.59,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,75.59,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,75.59,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,75.59,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,75.59,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,75.59,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,75.59,5106.17,970.17,2560.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,75.59,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,75.59,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,75.59,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,75.59,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,75.59,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,75.59,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,75.59,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,75.59,5106.17,970.17,5106.17,100.0,,,percent of total billed charges
Aetna,99283,NYU Langone,CPT,NY,76.89,75.59,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,75.59,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,75.59,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,75.59,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,75.59,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,75.59,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,75.59,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,75.59,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,75.59,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,75.59,2182.13,414.6,2182.13,100.0,,,percent of total billed charges
Aetna,99283,NYU Langone,CPT,NY,76.89,75.59,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,75.59,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,75.59,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,276.89,2490.0,5106.17,970.17,326.6,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,276.89,2490.0,2182.13,414.6,326.6,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,276.89,2490.0,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,276.89,2490.0,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,276.89,2490.0,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,276.89,2490.0,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,276.89,2490.0,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,276.89,2490.0,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,276.89,2490.0,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,276.89,2490.0,2182.13,414.6,2560.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,276.89,2490.0,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,276.89,2490.0,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,276.89,2490.0,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,276.89,2490.0,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,276.89,2490.0,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,276.89,2490.0,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,276.89,2490.0,5106.17,970.17,2560.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,276.89,2490.0,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,276.89,2490.0,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,276.89,2490.0,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,276.89,2490.0,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,276.89,2490.0,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,276.89,2490.0,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,276.89,2490.0,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,276.89,2490.0,5106.17,970.17,5106.17,100.0,,,percent of total billed charges
Aetna,99283,NYU Langone,CPT,NY,276.89,2490.0,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,276.89,2490.0,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,276.89,2490.0,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,276.89,2490.0,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,276.89,2490.0,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,276.89,2490.0,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,276.89,2490.0,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,276.89,2490.0,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,276.89,2490.0,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,276.89,2490.0,2182.13,414.6,2182.13,100.0,,,percent of total billed charges
Aetna,99283,NYU Langone,CPT,NY,276.89,2490.0,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,276.89,2490.0,2182.13,414.6,2490.0,,,,case rate
